,Unnamed: 0,absolute_magnitude_h,is_sentry_object,meters_estimated_diameter,orbit_id,orbit_class_type,perihelion_distance,aphelion_distance,orbit_class_description,volume (m^3)
17293,22741,25.8,0,359799259018.71515,9,2,-0.12045324450505658,0.07087421283519811,2,6.203748237406171e+31
17294,14779,24.4,0,84773144179365.23,3,2,-0.37211177623497854,0.12598180854970845,2,8.114247418180274e+38
17295,8080,26.2,0,75559556454.60587,10,1,-0.08995290383106251,0.3428945670143892,3,5.7456816525500754e+29
17296,21449,24.2,0,184988071193252.75,8,0,0.19233718702583155,1.3067045608524075,1,8.431494188858737e+39
17297,7526,21.8,0,2.1565965917065016e+18,10,0,0.17717066300085474,1.6327162016583763,1,1.3359189655829693e+52
17298,1169,19.12,0,7.4960713186657515e+22,67,1,-0.25680756540791344,0.7817249384214315,3,5.610150369071488e+65
17299,5112,25.5,0,1159814185376.5469,19,0,0.03732338385354863,0.7452334482831816,1,2.0779668883463488e+33
17300,18974,25.3,0,2530893348705.994,6,0,0.04896902375313807,1.1790462472979675,1,2.159210101967163e+34
17301,21070,26.2,0,75559556454.60587,4,1,-0.16795825966996059,1.1044992260361648,3,5.7456816525500754e+29
17302,16401,24.9,0,12051600024399.746,13,0,0.10819627897226053,1.4544539382892598,1,2.3313501301699432e+36
17303,1013,21.6,0,4.706026265659816e+18,44,0,0.06745341892472899,0.29282554246424725,1,1.3881500440825826e+53
17304,18614,25.4,0,1713290987485.2634,8,1,-0.280469794267414,1.3286111710899506,3,6.69833330061788e+33
17305,12905,20.38,0,5.493580405790751e+20,37,2,-0.460560550209934,0.07816960261628214,2,2.208207230143827e+59
17306,12026,19.5,0,1.701967992127399e+22,20,1,-0.057116587786319714,1.4291076784748158,3,6.566403064273162e+63
17307,11261,21.5,0,6.951796706383102e+18,20,0,0.2558470340664389,1.182304979818784,1,4.474706577704336e+53
17308,22801,24.7,0,26298449483186.97,3,2,-0.4792898185955802,0.4130623009511432,2,2.4225001430164347e+37
17309,3037,24.0,0,403672495509393.3,12,1,-0.01798260082981672,0.36137189797943114,3,8.761144705248732e+40
17310,23850,24.1,0,273266529506936.2,6,0,0.0937333921094536,0.976590261419294,1,2.717895147684623e+40
17311,15798,20.8,0,1.0670777808942378e+20,13,0,0.28805737775554247,1.010066984742886,1,1.6183095760079e+57
17312,22060,22.6,0,9.511021965897042e+16,10,1,-0.2202321542572412,0.9808352603945156,3,1.1459216490842726e+48
17313,9498,23.2,0,9153156468762318.0,5,0,0.07321824983199217,0.979607726382289,1,1.0213769013284657e+45
17314,8924,24.5,0,57387271237642.89,11,0,0.12513666711642835,0.4057124675803287,1,2.5172137233735114e+38
17315,18317,26.2,1,75559556454.60587,18,1,0.016778523118384382,0.6076771932232488,3,5.7456816525500754e+29
17316,19402,21.0,0,4.890020106336655e+19,12,0,0.3388230032750892,0.4300006610061736,1,1.5574184217881099e+56
17317,15906,24.72,0,24324370127365.992,13,1,-0.12907733027395693,0.7961036519873573,3,1.9168943871425187e+37
17318,20621,24.3,0,125227874873727.05,3,1,-0.1588259874120612,0.5292167786631982,3,2.615630593874514e+39
17319,21361,25.9,0,243566495371.45285,3,2,-0.4617030065059266,0.02721940423986379,2,1.9245358299171684e+31
17320,13566,23.0,0,1.9973598624669736e+16,18,0,0.08304346630158631,1.3859725521047337,1,1.0613101685015013e+46
17321,13978,23.5,0,2839505661406259.0,11,2,-0.32835796390013544,0.2223100843214728,2,3.0493100495489567e+43
17322,14459,21.3,0,1.5169892238258506e+19,5,1,-0.24317449449038356,0.42623375960701265,3,4.649656399589846e+54
17323,16125,20.7,0,1.5762997006744568e+20,14,1,-0.46724471240484056,1.0593369168396793,3,5.2166266051591976e+57
17324,14591,23.6,0,1922206421175473.0,7,0,0.11926645509325737,1.3109057122896839,1,9.4596146045891e+42
17325,23800,25.5,0,1159814185376.5469,7,1,-0.1277842100660547,0.6471241218421887,3,2.0779668883463488e+33
17326,16299,23.3,0,6196239154766940.0,16,0,0.06332593947704343,1.2191104748587012,1,3.168530485246299e+44
17327,9748,26.2,0,75559556454.60587,5,1,-0.03667101541653287,1.099631676585319,3,5.7456816525500754e+29
17328,19029,25.1,0,5522799513364.886,7,2,-0.3351069640471804,0.04539561372186344,2,2.243629797554003e+35
17329,19014,22.9,0,2.9505232116011044e+16,6,1,0.008570217076939193,0.47390318211705673,3,3.4211370919462137e+46
17330,997,17.29,0,9.454431442189248e+25,165,0,0.21307900407004735,0.790316573844535,1,1.1255884369917742e+75
17331,19186,21.5,0,6.951796706383102e+18,4,1,-0.2868617082224521,1.0227039221445735,3,4.474706577704336e+53
17332,20460,20.8,0,1.0670777808942378e+20,30,2,-0.32975516758347423,0.28394975529323657,2,1.6183095760079e+57
17333,11788,23.6,0,1922206421175473.0,9,0,0.08902688213380985,1.0935874326950428,1,9.4596146045891e+42
17334,8758,21.9,0,1.4599103856891136e+18,5,0,0.3077319038859443,0.9248929901143982,1,4.144307440868804e+51
17335,616,17.23,0,1.1948160463111727e+26,198,0,0.22060764841612238,1.1000523239046571,1,2.2718335647592492e+75
17336,9780,23.4,0,4194550782365527.5,19,0,0.1634695636349543,1.3384641711232301,1,9.829461901006614e+43
17337,9094,25.2,0,3738665071985.5903,18,0,0.01784738758175799,0.7340951972414455,1,6.960221406859055e+34
17338,8886,24.6,0,38848375428576.875,26,0,0.03676719600993325,0.5463440580165044,1,7.808937740168786e+37
17339,5318,20.8,0,1.0670777808942378e+20,26,0,0.23859246749242344,1.039090641329964,1,1.6183095760079e+57
17340,23654,21.2,0,2.240914112278596e+19,17,0,0.13571409534344828,1.5261617193145782,1,1.4988183655157715e+55
17341,3680,18.56,0,6.663661393004989e+23,23,0,0.32364730247297385,1.4135884848531095,1,3.9410517225638433e+68
17342,22722,24.07,1,307198617025684.3,3,1,-0.2833942730833936,1.237183825941848,3,3.8612786193179306e+40
17343,12679,21.7,0,3.1857495542956155e+18,26,0,0.14046463243512336,1.6647396902491132,1,4.306339495814876e+52
17344,8070,21.9,0,1.4599103856891136e+18,10,1,-0.37686277613883823,0.6409149032671524,3,4.144307440868804e+51
17345,13510,23.8,0,880875620682518.1,11,0,0.05621475549356735,0.21092068722481425,1,9.103683264712117e+41
17346,21031,21.4,0,1.0269274886629595e+19,5,0,0.14352961884254659,0.708758859578948,1,1.4424232328085982e+54
17347,18226,18.8,0,2.6124645245831036e+23,15,1,-0.3209983996293952,0.7568464550633612,3,2.3747865333011772e+67
17348,17242,31.814,1,23.097323732055933,2,1,-0.2626597726475233,1.3361558764834072,3,16.546743337162383
17349,9339,20.84,0,9.128911365365136e+19,28,0,0.24177757978713532,0.8315197852181717,1,1.0132820328669212e+57
17350,4217,21.9,0,1.4599103856891136e+18,44,0,0.0356644420906063,1.2749501538126864,1,4.144307440868804e+51
17351,7470,26.6,0,15867866718.499334,8,1,-0.13373860917709582,1.4247521291460985,3,5.321438059805114e+27
